benefitsReview,binary_sentiment
Hormonal cysts cleared up and did not recur after 3 years. My lips were rather dry and I had to moisturise them frquently. But the treatment was 100% effective and entirely worthwhile.,positive
helped with muscle spasms in my hips. Helped reduce pain from the spasms - particularly good when driving or sitting for a long time.,positive
"My Dr. prescribed Cymbalta to treat my chronic tension headaches. I was on Lexapro for a little over a year, but gained about 30 pounds. Due to the excessive weight gain I gradually went off the Lexapro. Well- about 5 weeks later my headaches came back. My Dr. reccomended Cymbalta b/c it ""weight neutral"" and also has pain relieving properties.",positive
"The treatment benefits were only temporary.  While it made sneezing and watery eyes diminish, it did not address the issue of respiratory difficulties.  I found that it may have even increased my respiratory symptoms in this process.",positive
"Wasn't as severly depressed as before taking the drug, didn't sleep as much and was able to function normally in a job.",positive
initally taken to stop smoking and the cravings did go but i still continued to smoke a few a day.,negative
"Stabilized my moods, stopped my racing thoughts, and stomped all over my paranoia",positive
"after the tritation period, where the drug dosage was increased each week, the headaches became less severe and less frequent. from having 2-3 migraines a week to eventually having none and was able to discontinue the medication.",negative
"This drug did, in fact, erradicate the adult acne I'd been plagued with since turning 29.  I didn't have awful acne, but it was persistent.",positive
"Effects on the infection were immediate; felt better in the 
first week of treatment.",positive
"While on abilify I can honestly say the depression resolved,",negative
Relieved symptoms of itchy runny nose providing relief from discomfort,positive
"Seem to have a bad sinus / nasal infection, now up into ethmoids.  Seemed to start with attempt to drain tear duct, but blocked.  Helping but not kicking it.  They've now changed me to my choice of Omnicef or Levaquin, I chose the Omnicef.  We'll see if it does the trick.",positive
The occurance of medium to large acne on cheeks was almost non existant. There still was the occasional small white head and they generally healed quickly and left little to no scarring.,positive
Total seizure control; however occasional auras continue,positive
fast onset of action.  quicker than a zpak with is erythromycin. for 5 days.  Onset of action is faster and patient starts to feel better in two days versus a week.,positive
"It helped by tight neck muscles relax so when I woke up, they didn't hurt.",positive
"Helped me be able to leave the house for the first time in months, quickly reduced my anxiety and I didn't have any attacks.",positive
